postnr,by,latitude,longitude,kommune
1734,København V,55.66523209,12.54568262,København
1735,København V,55.66479718,12.54537668,København
1736,København V,55.66524968,12.54364271,København
1737,København V,55.66484287,12.54447071,København
1738,København V,55.66449069,12.54375074,København
1739,København V,55.664438,12.54299209,København
1749,København V,55.66952602,12.53704741,København
1750,København V,55.66769158,12.5398063,København
1751,København V,55.67008603,12.54477144,København
1752,København V,55.67003659,12.54294527,København
1753,København V,55.66961867,12.54335814,København
1754,København V,55.66925047,12.54411696,København
1755,København V,55.66967755,12.54272296,København
1756,København V,55.66900959,12.54203009,København
1757,København V,55.66915035,12.54082339,København
1758,København V,55.66758517,12.54297343,København
1759,København V,55.66851692,12.5432819,København
1760,København V,55.66571623,12.54546668,København
1761,København V,55.66772397,12.54124611,København
1762,København V,55.66555484,12.54086863,København
1763,København V,55.6656842,12.54207733,København
1764,København V,55.66497095,12.53940436,København
1765,København V,55.66440364,12.53905783,København
1766,København V,55.66414411,12.54067769,København
1770,København V,55.66822916,12.5365578,København
1771,København V,55.66852133,12.53917356,København
1772,København V,55.6682938,12.53864545,København
1773,København V,55.66818798,12.53801681,København
1774,København V,55.66797162,12.53904722,København
1775,København V,55.66788031,12.53683801,København
1777,København V,55.66702322,12.53764622,København
1799,København V,55.66585361,12.53344813,København
1800,Frederiksberg C,55.67047098,12.53600765,Frederiksberg
1801,Frederiksberg C,55.6690663,12.53414281,Frederiksberg
1802,Frederiksberg C,55.67007767,12.53457921,Frederiksberg
1803,Frederiksberg C,55.66997053,12.53340416,Frederiksberg
1804,Frederiksberg C,55.67003692,12.53225891,Frederiksberg
1805,Frederiksberg C,55.66804842,12.5311529,Frederiksberg
1806,Frederiksberg C,55.6721564,12.53424914,Frederiksberg
1807,Frederiksberg C,55.67115759,12.53331808,Frederiksberg
1808,Frederiksberg C,55.67159046,12.53426314,Frederiksberg
1809,Frederiksberg C,55.6716243,12.53554461,Frederiksberg
1810,Frederiksberg C,55.67146453,12.53960125,København
1811,Frederiksberg C,55.6725422,12.53677431,Frederiksberg
1812,Frederiksberg C,55.67120846,12.53698945,Frederiksberg
1813,Frederiksberg C,55.67238106,12.53865345,Frederiksberg
1814,Frederiksberg C,55.67153382,12.54130724,Frederiksberg
1815,Frederiksberg C,55.6727428,12.54237549,Frederiksberg
1816,Frederiksberg C,55.67280184,12.54338951,Frederiksberg
1817,Frederiksberg C,55.6720535,12.54298543,Frederiksberg
1818,Frederiksberg C,55.67247144,12.54488147,Frederiksberg
1819,Frederiksberg C,55.67398318,12.54936765,Frederiksberg
1820,Frederiksberg C,55.67407429,12.53462279,Frederiksberg
1822,Frederiksberg C,55.67268282,12.54608419,Frederiksberg
1823,Frederiksberg C,55.67285485,12.54538991,Frederiksberg
1824,Frederiksberg C,55.67414951,12.54712394,Frederiksberg
1825,Frederiksberg C,55.67422815,12.5454441,Frederiksberg
1826,Frederiksberg C,55.67479317,12.54450577,Frederiksberg
1827,Frederiksberg C,55.67472699,12.54312856,Frederiksberg
1828,Frederiksberg C,55.67482887,12.5419349,Frederiksberg
1829,Frederiksberg C,55.67594343,12.54143187,Frederiksberg
1850,Frederiksberg C,55.67774692,12.5362512,Frederiksberg
1851,Frederiksberg C,55.67572373,12.53965438,Frederiksberg
1852,Frederiksberg C,55.67648934,12.53849568,Frederiksberg
1853,Frederiksberg C,55.67529526,12.53701022,Frederiksberg
1854,Frederiksberg C,55.67515529,12.53452691,Frederiksberg
1855,Frederiksberg C,55.67620071,12.53573489,Frederiksberg
1856,Frederiksberg C,55.67661415,12.53738999,Frederiksberg
1857,Frederiksberg C,55.67693751,12.53561489,Frederiksberg
1860,Frederiksberg C,55.68109331,12.53719762,Frederiksberg
1861,Frederiksberg C,55.67979174,12.53508153,Frederiksberg
1862,Frederiksberg C,55.68004417,12.53618519,Frederiksberg
1863,Frederiksberg C,55.67918107,12.53725843,Frederiksberg
1864,Frederiksberg C,55.6783961,12.53709225,Frederiksberg
1865,Frederiksberg C,55.67906052,12.53840772,Frederiksberg
1866,Frederiksberg C,55.67777926,12.53802154,Frederiksberg
1867,Frederiksberg C,55.67856694,12.53980769,Frederiksberg
1868,Frederiksberg C,55.67769198,12.54048726,Frederiksberg
1870,Frederiksberg C,55.68052551,12.54099176,Frederiksberg
1871,Frederiksberg C,55.68208484,12.54271496,Frederiksberg
1872,Frederiksberg C,55.68027144,12.54486513,Frederiksberg
1873,Frederiksberg C,55.67981424,12.54531212,Frederiksberg
1874,Frederiksberg C,55.6794665,12.546312,Frederiksberg
1875,Frederiksberg C,55.67914852,12.54439633,Frederiksberg
1876,Frederiksberg C,55.67796084,12.54513765,Frederiksberg
1877,Frederiksberg C,55.676822,12.54314122,Frederiksberg
1878,Frederiksberg C,55.67659707,12.54447671,Frederiksberg
1879,Frederiksberg C,55.67944885,12.54791386,Frederiksberg
1900,Frederiksberg C,55.67568449,12.55571599,Frederiksberg
1901,Frederiksberg C,55.67596832,12.54638197,Frederiksberg
1902,Frederiksberg C,55.67688481,12.54764912,Frederiksberg
1903,Frederiksberg C,55.67760453,12.54962625,Frederiksberg
1904,Frederiksberg C,55.67662945,12.5503761,Frederiksberg
1905,Frederiksberg C,55.67515882,12.55050195,Frederiksberg
1906,Frederiksberg C,55.67534886,12.55138892,Frederiksberg
1908,Frederiksberg C,55.67446845,12.55353922,Frederiksberg
1909,Frederiksberg C,55.67558015,12.55272852,Frederiksberg
1910,Frederiksberg C,55.67957423,12.55012682,Frederiksberg
1911,Frederiksberg C,55.67759267,12.55287463,Frederiksberg
1912,Frederiksberg C,55.67947352,12.55170183,Frederiksberg
1913,Frederiksberg C,55.67825536,12.55215583,Frederiksberg
1914,Frederiksberg C,55.67839105,12.55360844,Frederiksberg
1915,Frederiksberg C,55.67886014,12.55191481,Frederiksberg
1916,Frederiksberg C,55.67755331,12.55696888,Frederiksberg
1917,Frederiksberg C,55.67684523,12.55519671,Frederiksberg
1920,Frederiksberg C,55.68036477,12.54975215,Frederiksberg
1921,Frederiksberg C,55.67989699,12.55335595,Frederiksberg
1922,Frederiksberg C,55.68060854,12.55207833,Frederiksberg
1923,Frederiksberg C,55.6811586,12.55021079,Frederiksberg
1924,Frederiksberg C,55.68134585,12.55169309,Frederiksberg
1925,Frederiksberg C,55.68101368,12.55346186,Frederiksberg
1926,Frederiksberg C,55.68001631,12.5563497,Frederiksberg
1927,Frederiksberg C,55.67936955,12.55644595,Frederiksberg
1928,Frederiksberg C,55.67873506,12.55637458,Frederiksberg
1950,Frederiksberg C,55.68169351,12.53569241,Frederiksberg
1951,Frederiksberg C,55.68207494,12.53659621,Frederiksberg
1952,Frederiksberg C,55.68244847,12.53583526,Frederiksberg
1953,Frederiksberg C,55.68293731,12.53719507,Frederiksberg
1954,Frederiksberg C,55.68414812,12.5391162,Frederiksberg
1955,Frederiksberg C,55.6836199,12.54040474,Frederiksberg
1956,Frederiksberg C,55.6833691,12.54129064,Frederiksberg
1957,Frederiksberg C,55.68329671,12.54256238,Frederiksberg
1958,Frederiksberg C,55.68501919,12.54339865,Frederiksberg
1959,Frederiksberg C,55.68571394,12.54131491,Frederiksberg
1960,Frederiksberg C,55.68501875,12.54803396,Frederiksberg
1961,Frederiksberg C,55.6819061,12.54710267,Frederiksberg
1962,Frederiksberg C,55.68262187,12.54653218,Frederiksberg
1963,Frederiksberg C,55.68129366,12.54809396,Frederiksberg
1964,Frederiksberg C,55.68439097,12.54841915,Frederiksberg
1965,Frederiksberg C,55.68343992,12.54828201,Frederiksberg
1966,Frederiksberg C,55.68336984,12.54945981,Frederiksberg
1967,Frederiksberg C,55.68419509,12.54978855,Frederiksberg
1970,Frederiksberg C,55.68275244,12.54880394,Frederiksberg
1971,Frederiksberg C,55.68421574,12.55227545,Frederiksberg
1972,Frederiksberg C,55.68366621,12.55268155,Frederiksberg
1973,Frederiksberg C,55.68367036,12.55429159,Frederiksberg
1974,Frederiksberg C,55.6822106,12.55381232,Frederiksberg
2000,Frederiksberg,55.67945641,12.51562935,København
2100,København Ø,55.7109795,12.57364633,København
2150,Nordhavn,55.72293927,12.61612961,København
2200,København N,55.6940569,12.54914572,København
2300,København S,55.67362511,12.6554181,København
2400,København NV,55.71256101,12.52876704,København
2450,København SV,55.64077611,12.52309722,København
2500,Valby,55.65941452,12.49869399,København
2600,Glostrup,55.6741838,12.39697754,Brøndby
2605,Brøndby,55.64503648,12.40439537,Brøndby
2610,Rødovre,55.68182922,12.44863533,København
2620,Albertslund,55.6869516,12.34477556,Brøndby
2625,Vallensbæk,55.63922355,12.36481979,Vallensbæk
2630,Taastrup,55.6579409,12.28083382,Albertslund
2635,Ishøj,55.58776321,12.39483896,Ishøj
2640,Hedehusene,55.66357137,12.19945854,Høje-Taastrup
2650,Hvidovre,55.58934868,12.46097002,Brøndby
2660,Brøndby Strand,55.61998785,12.42233883,Brøndby
2665,Vallensbæk Strand,55.61964832,12.38841202,Vallensbæk
2670,Greve,55.54103195,12.3529229,Greve
2680,Solrød Strand,55.5150734,12.26072581,Solrød
2690,Karlslunde,55.5692769,12.21374503,Greve
2700,Brønshøj,55.70964347,12.48463422,København
2720,Vanløse,55.6883311,12.48194421,København
2730,Herlev,55.74057031,12.42581802,Ballerup
2740,Skovlunde,55.71528471,12.39724634,Ballerup
2750,Ballerup,55.73668449,12.3638449,Ballerup
2760,Måløv,55.75323652,12.32084626,Ballerup
2765,Smørum,55.72556424,12.28121197,Egedal
2770,Kastrup,55.63352245,12.78698239,København
2791,Dragør,55.5081121,12.59121712,Dragør
2800,Kongens Lyngby,55.78572204,12.52083673,Gentofte
2820,Gentofte,55.75145806,12.53343057,Gentofte
2830,Virum,55.78962271,12.46836985,Lyngby-Taarbæk
2840,Holte,55.81684549,12.48640452,Lyngby-Taarbæk
2850,Nærum,55.81751707,12.54388723,Rudersdal
2860,Søborg,55.73800813,12.48425242,København
2870,Dyssegård,55.73206179,12.527951,Gentofte
2880,Bagsværd,55.76191781,12.44587672,Gladsaxe
2900,Hellerup,55.73442051,12.56946744,København
2920,Charlottenlund,55.75754187,12.6282041,Gentofte
2930,Klampenborg,55.79609961,12.62132919,Gentofte
2942,Skodsborg,55.82842884,12.59260158,Rudersdal
2950,Vedbæk,55.86532817,12.64375317,Hørsholm
2960,Rungsted Kyst,55.88693173,12.54954886,Hørsholm
2970,Hørsholm,55.88126308,12.43890506,Allerød
2980,Kokkedal,55.91992432,12.45605071,Fredensborg
2990,Nivå,55.92959715,12.51321363,Fredensborg
3000,Helsingør,56.03943161,12.61245096,Helsingør
3050,Humlebæk,55.9604599,12.53687938,Fredensborg
3060,Espergærde,55.99425687,12.54283631,Fredensborg
3070,Snekkersten,56.00467892,12.59499744,Helsingør
3080,Tikøb,56.02560338,12.45560033,Helsingør
3100,Hornbæk,56.10118532,12.45420474,Helsingør
3120,Dronningmølle,56.10714196,12.38687452,Gribskov
3140,Ålsgårde,56.09086037,12.5430865,Helsingør
3150,Hellebæk,56.06020462,12.5478008,Helsingør
3200,Helsinge,56.01099572,12.1715219,Hillerød
3210,Vejby,56.09457775,12.13066388,Gribskov
3220,Tisvildeleje,56.12775807,11.95917304,Gribskov
3230,Græsted,56.22745639,12.06980339,Helsingør
3250,Gilleleje,56.16514414,12.29353244,Gribskov
3300,Frederiksværk,55.97774198,12.05634805,Halsnæs
3310,Ølsted,55.91156813,12.06925064,Hillerød
3320,Skævinge,55.93559156,12.15008815,Hillerød
3330,Gørløse,55.8837888,12.2099944,Hillerød
3360,Liseleje,56.09213437,11.87609952,Halsnæs
3370,Melby,55.99124483,11.97025413,Halsnæs
3390,Hundested,56.26445585,11.6705916,Halsnæs
3400,Hillerød,55.92123871,12.28696917,Allerød
3450,Allerød,55.86605512,12.33661891,Allerød
3460,Birkerød,55.84270608,12.41757019,Furesø
3480,Fredensborg,55.97086354,12.40200836,Fredensborg
3490,Kvistgård,55.99928886,12.49542003,Fredensborg
3500,Værløse,55.77912974,12.35591788,Ballerup
3520,Farum,55.81981968,12.35067108,Furesø
3540,Lynge,55.8397364,12.28059858,Furesø
3550,Slangerup,55.85027208,12.17447416,Allerød
3600,Frederikssund,55.85479562,12.07923445,Hillerød
3630,Jægerspris,55.86932225,11.91680034,Frederikssund
3650,Ølstykke,55.78991195,12.1609202,Egedal
3660,Stenløse,55.80077298,12.27836793,Egedal
3670,Veksø Sjælland,55.75497247,12.23729507,Egedal
3700,Rønne,54.98495945,14.40163467,Bornholm
3720,Aakirkeby,54.6920138,14.7409871,Bornholm
3730,Nexø,54.87126103,15.39301087,Bornholm
3740,Svaneke,55.30340399,15.67679007,Bornholm
3751,Østermarie,55.1396331,15.02005943,Bornholm
3760,Gudhjem,55.51191781,15.21574747,Bornholm
3770,Allinge,55.36353136,14.76377199,Bornholm
3782,Klemensker,55.19264146,14.81018781,Bornholm
3790,Hasle,55.2284316,14.52165638,Bornholm
4000,Roskilde,55.65647451,12.06373356,Høje-Taastrup
4030,Tune,55.59602755,12.16990416,Greve
4040,Jyllinge,55.75603087,12.10404063,Roskilde
4050,Skibby,55.75873813,12.01351904,Frederikssund
4060,Kirke Såby,55.65437818,11.87375746,Lejre
4070,Kirke Hyllinge,55.70417096,11.92418149,Lejre
4100,Ringsted,55.43053197,11.82805925,Køge
4130,Viby Sjælland,55.55011926,12.00904287,Køge
4140,Borup,55.49411646,11.97092667,Køge
4160,Herlufmagle,55.32910688,11.77284465,Faxe
4171,Glumsø,55.36237671,11.67300466,Næstved
4173,Fjenneslev,55.43261731,11.66419067,Ringsted
4174,Jystrup Midtsj,55.52537395,11.85552289,Køge
4180,Sorø,55.40880423,11.55727004,Ringsted
4190,Munke Bjergby,55.50160113,11.52243487,Slagelse
4200,Slagelse,55.40887345,11.37134678,Kalundborg
4220,Korsør,55.34799675,11.02962796,Slagelse
4230,Skælskør,55.17717085,11.34912168,Slagelse
4241,Vemmelev,55.36414208,11.26373834,Slagelse
4242,Boeslunde,55.3061459,11.26828566,Slagelse
4243,Rude,55.22423719,11.46287897,Slagelse
4244,Agersø,55.22799697,11.12804101,Slagelse
4245,Omø,55.1182759,11.15794643,Slagelse
4250,Fuglebjerg,55.31864081,11.55229442,Slagelse
4261,Dalmose,55.28221993,11.42947642,Slagelse
4262,Sandved,55.25079677,11.528121,Slagelse
4270,Høng,55.50308551,11.30548124,Kalundborg
4281,Gørlev,55.51887316,11.04711131,Kalundborg
4291,Ruds Vedby,55.55253436,11.38504044,Kalundborg
4293,Dianalund,55.53579978,11.48228398,Kalundborg
4295,Stenlille,55.55246779,11.57749201,Holbæk
4296,Nyrup,55.54056312,11.6485466,Holbæk
4300,Holbæk,55.73825064,11.69985606,Holbæk
4305,Orø,55.78240201,11.80968567,Holbæk
4320,Lejre,55.59456942,11.95696429,Køge
4330,Hvalsø,55.58583604,11.86940589,Holbæk
4340,Tølløse,55.61818163,11.74532267,Holbæk
4350,Ugerløse,55.59017034,11.64996808,Holbæk
4360,Kirke Eskilstrup,55.56442046,11.78695601,Holbæk
4370,Store Merløse,55.54054576,11.7241173,Holbæk
4390,Vipperød,55.66270448,11.74969494,Holbæk
4400,Kalundborg,55.70601705,10.97431629,Kalundborg
4420,Regstrup,55.66048124,11.60711139,Holbæk
4440,Mørkøv,55.62211279,11.49619782,Holbæk
4450,Jyderup,55.61622153,11.38733175,Holbæk
4460,Snertinge,55.6969919,11.37072627,Holbæk
4470,Svebølle,55.65722471,11.29429706,Holbæk
4480,Store Fuglede,55.5741086,11.15168308,Kalundborg
4490,Jerslev Sjælland,55.61730235,11.23183281,Kalundborg
4500,Nykøbing Sj,55.9928841,11.56343652,Odsherred
4520,Svinninge,55.71737311,11.48951817,Holbæk
4532,Gislinge,55.73610011,11.56410432,Holbæk
4534,Hørve,55.76162863,11.40509,Odsherred
4540,Fårevejle,55.85310811,11.37403038,Odsherred
4550,Asnæs,55.81190532,11.49734325,Odsherred
4560,Vig,55.84646728,11.56036901,Odsherred
4571,Grevinge,55.79587455,11.58697448,Odsherred
4572,Nørre Asmindrup,55.88038731,11.62326767,Odsherred
4573,Højby,55.90779403,11.55659445,Odsherred
4581,Rørvig,56.01043371,11.71725292,Odsherred
4583,Sjællands Odde,56.08627395,11.26204837,Odsherred
4591,Føllenslev,55.79702076,11.27498796,Odsherred
4592,Sejerø,55.92069678,11.03916639,Kalundborg
4593,Eskebjerg,55.7277303,11.23692126,Kalundborg
4600,Køge,55.45527126,12.22015308,Køge
4621,Gadstrup,55.5745913,12.08017443,Roskilde
4622,Havdrup,55.54041131,12.11265454,Roskilde
4623,Lille Skensved,55.50779016,12.08511883,Køge
4632,Bjæverskov,55.44838852,12.02691725,Køge
4640,Faxe,55.2685839,12.12411652,Faxe
4652,Hårlev,55.36245892,12.22317915,Faxe
4653,Karise,55.29633252,12.21696415,Faxe
4654,Faxe Ladeplads,55.19490482,12.19373813,Faxe
4660,Store Heddinge,55.33554618,12.51110642,Stevns
4671,Strøby,55.42088958,12.31112895,Stevns
4672,Klippinge,55.44595315,12.4342892,Stevns
4673,Rødvig Stevns,55.20085779,12.38750748,Stevns
4681,Herfølge,55.41715543,12.14194267,Køge
4682,Tureby,55.38830546,12.08719823,Køge
4683,Rønnede,55.23758668,12.02277028,Faxe
4684,Holmegaard,55.25979308,11.86408266,Faxe
4690,Haslev,55.32031014,11.95519764,Faxe
4700,Næstved,55.19504272,11.77357353,Næstved
4720,Præstø,55.12208613,12.19166049,Vordingborg
4733,Tappernøje,55.18127292,11.98569733,Faxe
4735,Mern,55.04277496,12.06283657,Vordingborg
4736,Karrebæksminde,55.15521424,11.6361743,Næstved
4750,Lundby,55.10685595,11.78064612,Næstved
4760,Vordingborg,55.02464842,11.8960716,Vordingborg
4771,Kalvehave,55.00889353,12.15645358,Vordingborg
4772,Langebæk,54.99961116,12.08817698,Vordingborg
4773,Stensved,54.97060588,12.03439585,Vordingborg
4780,Stege,54.9362949,12.31627561,Vordingborg
4791,Borre,54.97429881,12.7284169,Vordingborg
4792,Askeby,54.7375487,12.52545007,Vordingborg
4793,Bogø By,54.92382082,12.05993905,Vordingborg
4800,Nykøbing F,54.7930621,11.90198993,Guldborgsund
4840,Nørre Alslev,54.93527293,11.78722678,Guldborgsund
4850,Stubbekøbing,54.71290684,12.41175242,Guldborgsund
4862,Guldborg,54.90483893,11.62528305,Guldborgsund
4863,Eskilstrup,54.86008913,11.90575722,Guldborgsund
4871,Horbelev,54.69990623,12.29995982,Guldborgsund
4872,Idestrup,54.70210497,12.11248046,Guldborgsund
4873,Væggerløse,54.66359732,11.98479974,Guldborgsund
4874,Gedser,54.49608541,11.9502463,Guldborgsund
4880,Nysted,54.62941506,11.74490279,Guldborgsund
4891,Toreby L,54.7578349,11.77556621,Guldborgsund
4892,Kettinge,54.70725618,11.74606046,Guldborgsund
4894,Øster Ulslev,54.68554952,11.60726017,Lolland
4895,Errindlev,54.63787516,11.53487222,Lolland
4900,Nakskov,54.75748092,10.98835691,Lolland
4912,Harpelunde,54.90510445,10.98695965,Lolland
4913,Horslunde,54.96838447,11.20918569,Lolland
4920,Søllested,54.79935911,11.29197531,Lolland
4930,Maribo,54.76659931,11.49815546,Lolland
4941,Bandholm,54.83767284,11.49059609,Lolland
4942,Askø,54.89908661,11.5111678,Lolland
4943,Torrig L,55.05662783,11.36808859,Lolland
4944,Fejø,54.95857211,11.4069268,Lolland
4945,Femø,54.9844243,11.56847203,Lolland
4951,Nørreballe,54.81506841,11.4281128,Lolland
