postnr,by,latitude,longitude,kommune
4952,Stokkemarke,54.84533107,11.37909951,Lolland
4953,Vesterborg,54.863378,11.28637518,Lolland
4960,Holeby,54.70172856,11.53543477,Lolland
4970,Rødby,54.53635729,11.57693074,Lolland
4983,Dannemare,54.71726169,11.17254811,Lolland
4990,Sakskøbing,54.8143415,11.63568865,Guldborgsund
5000,Odense C,55.403021,10.39174411,Odense
5200,Odense V,55.39401435,10.32843174,Odense
5210,Odense NV,55.41754658,10.30695242,Odense
5220,Odense SØ,55.34929575,10.49825565,Odense
5230,Odense M,55.37859541,10.4114235,Odense
5240,Odense NØ,55.42123207,10.44332209,Odense
5250,Odense SV,55.35251254,10.29791607,Odense
5260,Odense S,55.34939755,10.39917484,Odense
5270,Odense N,55.44966319,10.35714765,Odense
5290,Marslev,55.396433,10.53251585,Kerteminde
5300,Kerteminde,55.49807432,10.8508032,Kerteminde
5320,Agedrup,55.43442698,10.48909454,Odense
5330,Munkebo,55.46833207,10.53070411,Kerteminde
5350,Rynkeby,55.40654304,10.62525952,Kerteminde
5370,Mesinge,55.48986232,10.64470255,Kerteminde
5380,Dalby,55.51715531,10.7017613,Kerteminde
5390,Martofte,55.61575822,10.65770823,Kerteminde
5400,Bogense,55.6129967,10.15483531,Nordfyns
5450,Otterup,55.56662852,10.41038685,Nordfyns
5462,Morud,55.43415758,10.19234031,Nordfyns
5463,Harndrup,55.45477943,10.02916475,Middelfart
5464,Brenderup Fyn,55.49127877,9.98162512,Middelfart
5466,Asperup,55.50180178,9.90219075,Middelfart
5471,Søndersø,55.48691259,10.08371535,Nordfyns
5474,Veflinge,55.46255574,10.14425746,Nordfyns
5485,Skamby,55.51969426,10.26859858,Nordfyns
5491,Blommenslyst,55.38883518,10.22531693,Odense
5492,Vissenbjerg,55.39228422,10.13229762,Assens
5500,Middelfart,55.48934885,9.78489314,Middelfart
5540,Ullerslev,55.38540272,10.67264084,Kerteminde
5550,Langeskov,55.36672658,10.58946818,Faaborg-Midtfyn
5560,Aarup,55.37369367,10.03851749,Middelfart
5580,Nørre Aaby,55.41549178,9.77417672,Middelfart
5591,Gelsted,55.39954114,9.96614107,Middelfart
5592,Ejby,55.36518649,9.82415972,Middelfart
5600,Faaborg,55.11203154,10.30952407,Faaborg-Midtfyn
5601,Lyø,55.02895047,10.1289297,Faaborg-Midtfyn
5602,Avernakø,55.00930386,10.2827681,Faaborg-Midtfyn
5603,Bjørnø,55.06201633,10.25360285,Faaborg-Midtfyn
5610,Assens,55.29165859,9.8932785,Middelfart
5620,Glamsbjerg,55.27213799,10.10343663,Assens
5631,Ebberup,55.13177189,9.96382534,Assens
5642,Millinge,55.15062316,10.12933606,Assens
5672,Broby,55.24506199,10.25211529,Faaborg-Midtfyn
5683,Haarby,55.18924968,10.07032627,Assens
5690,Tommerup,55.3195544,10.19834407,Assens
5700,Svendborg,55.01443666,10.59802878,Svendborg
5750,Ringe,55.2209888,10.42313811,Faaborg-Midtfyn
5762,Vester Skerninge,55.06342876,10.45011017,Faaborg-Midtfyn
5771,Stenstrup,55.12556284,10.52352287,Faaborg-Midtfyn
5772,Kværndrup,55.18424637,10.54250568,Faaborg-Midtfyn
5792,Årslev,55.2906707,10.3936597,Faaborg-Midtfyn
5800,Nyborg,55.35301317,10.79790443,Nyborg
5853,Ørbæk,55.2661035,10.63473931,Faaborg-Midtfyn
5854,Gislev,55.2122797,10.60886979,Faaborg-Midtfyn
5856,Ryslinge,55.23725238,10.54368086,Faaborg-Midtfyn
5863,Ferritslev Fyn,55.31045491,10.58601195,Faaborg-Midtfyn
5871,Frørup,55.23864739,10.81307692,Nyborg
5874,Hesselager,55.17539817,10.79995852,Nyborg
5881,Skårup Fyn,55.06735111,10.76263715,Svendborg
5882,Vejstrup,55.09510217,10.79980106,Svendborg
5883,Oure,55.11784585,10.77337328,Svendborg
5884,Gudme,55.1496317,10.7120614,Svendborg
5892,Gudbjerg Sydfyn,55.15512414,10.63638217,Svendborg
5900,Rudkøbing,54.88518842,10.80968538,Langeland
5932,Humble,54.81821541,10.63436277,Langeland
5935,Bagenkop,54.65753168,10.66497262,Langeland
5943,Strynø,54.90089651,10.58807706,Langeland
5953,Tranekær,55.06361655,10.94268354,Langeland
5960,Marstal,54.85672022,10.51672958,Ærø
5965,Birkholm,54.9345412,10.50923834,Ærø
5970,Ærøskøbing,54.79716403,10.33601694,Ærø
5985,Søby Ærø,54.94375791,10.21809442,Ærø
6000,Kolding,55.50221297,9.46847631,Kolding
6040,Egtved,55.61664144,9.29089234,Kolding
6051,Almind,55.55907816,9.46401838,Kolding
6052,Viuf,55.58677181,9.49835852,Kolding
6064,Jordrup,55.55380577,9.3183142,Kolding
6070,Christiansfeld,55.35487274,9.44750863,Haderslev
6091,Bjert,55.44548525,9.55990342,Kolding
6092,Sønder Stenderup,55.44711912,9.65720072,Kolding
6093,Sjølund,55.4068472,9.53828204,Kolding
6094,Hejls,55.38893478,9.62026417,Haderslev
6100,Haderslev,55.24177268,9.61886938,Haderslev
6200,Aabenraa,55.02899493,9.49975045,Aabenraa
6210,Barsø,55.1226369,9.58941416,Aabenraa
6230,Rødekro,55.07437317,9.28037618,Aabenraa
6240,Løgumkloster,55.06237954,8.96415413,Tønder
6261,Bredebro,55.07311357,8.68091354,Tønder
6270,Tønder,54.95248429,8.89453488,Tønder
6280,Højer,54.97473424,8.65269961,Tønder
6300,Gråsten,54.91730187,9.55791076,Sønderborg
6310,Broager,54.8713804,9.68079394,Sønderborg
6320,Egernsund,54.90003298,9.61059297,Sønderborg
6330,Padborg,54.84549059,9.30983473,Aabenraa
6340,Kruså,54.8687306,9.46328593,Aabenraa
6360,Tinglev,54.90310802,9.20354055,Aabenraa
6372,Bylderup-Bov,55.01708464,9.14165594,Aabenraa
6392,Bolderslev,54.9843364,9.20811159,Aabenraa
6400,Sønderborg,54.9528525,9.71079556,Sønderborg
6430,Nordborg,55.06940698,9.77014411,Sønderborg
6440,Augustenborg,54.98937381,10.00776445,Sønderborg
6470,Sydals,54.87308589,10.03587811,Sønderborg
6500,Vojens,55.2436827,9.31835235,Haderslev
6510,Gram,55.27645397,9.01601909,Haderslev
6520,Toftlund,55.18306206,9.0451996,Haderslev
6534,Agerskov,55.12832485,9.15854853,Haderslev
6535,Branderup J,55.12085206,9.05916508,Tønder
6541,Bevtoft,55.19588025,9.19750089,Haderslev
6560,Sommersted,55.32447339,9.26072776,Haderslev
6580,Vamdrup,55.41366579,9.34398711,Kolding
6600,Vejen,55.4784284,9.11204215,Vejen
6621,Gesten,55.53607493,9.1837296,Vejen
6622,Bække,55.58270689,9.15666611,Vejen
6623,Vorbasse,55.63499139,9.09958348,Billund
6630,Rødding,55.38472069,9.14057169,Haderslev
6640,Lunderskov,55.4763505,9.32882435,Kolding
6650,Brørup,55.49880374,8.99731666,Vejen
6660,Lintrup,55.41777362,8.99575864,Vejen
6670,Holsted,55.51123399,8.90149179,Esbjerg
6682,Hovborg,55.60367953,8.94671137,Billund
6683,Føvling,55.43560842,8.91001913,Esbjerg
6690,Gørding,55.4813413,8.82201058,Esbjerg
6700,Esbjerg,55.45935717,8.46174114,Esbjerg
6705,Esbjerg Ø,55.49119455,8.50670361,Esbjerg
6710,Esbjerg V,55.55262453,8.34866677,Esbjerg
6715,Esbjerg N,55.55332885,8.5093547,Esbjerg
6720,Fanø,55.28286185,7.56593986,Fanø
6731,Tjæreborg,55.46029975,8.59046906,Esbjerg
6740,Bramming,55.46065157,8.70168486,Esbjerg
6752,Glejbjerg,55.55973335,8.83181793,Vejen
6753,Agerbæk,55.60852142,8.82421529,Varde
6760,Ribe,55.31137673,8.76358629,Esbjerg
6771,Gredstedbro,55.37115323,8.60307494,Esbjerg
6780,Skærbæk,55.17738587,8.79091021,Tønder
6792,Rømø,55.14881868,8.29013955,Tønder
6800,Varde,55.65607154,8.52854473,Varde
6818,Årre,55.5768897,8.71514348,Esbjerg
6823,Ansager,55.72123589,8.75126746,Billund
6830,Nørre Nebel,55.7873441,8.22547945,Varde
6840,Oksbøl,55.63843566,8.2413214,Varde
6851,Janderup Vestj,55.63374455,8.38971082,Varde
6852,Billum,55.59542013,8.306516,Varde
6853,Vejers Strand,55.43289751,5.24215492,Varde
6854,Henne,55.71982269,4.43594447,Varde
6855,Outrup,55.70803366,8.37405373,Varde
6857,Blåvand,55.45206547,6.6069035,Varde
6862,Tistrup,55.71896752,8.63263378,Varde
6870,Ølgod,55.79347704,8.61815877,Varde
6880,Tarm,55.89016003,8.54104706,Varde
6893,Hemmet,55.85259869,8.33561789,Ringkøbing-Skjern
6900,Skjern,55.99089664,8.53885308,Ringkøbing-Skjern
6920,Videbæk,56.08052418,8.66992988,Ringkøbing-Skjern
6933,Kibæk,55.94883412,8.92947696,Herning
6940,Lem St,56.05110041,8.42316735,Ringkøbing-Skjern
6950,Ringkøbing,56.20098497,4.07461311,Ringkøbing-Skjern
6960,Hvide Sande,55.93212987,4.28511819,Ringkøbing-Skjern
6971,Spjald,56.15361133,8.50600358,Ringkøbing-Skjern
6973,Ørnhøj,56.21518023,8.52448598,Herning
6980,Tim,56.18956069,8.19684723,Ringkøbing-Skjern
6990,Ulfborg,56.3042395,8.0070526,Herning
7000,Fredericia,55.57103757,9.66918005,Fredericia
7080,Børkop,55.65719788,9.67048857,Vejle
7100,Vejle,55.69052913,9.5066267,Vejle
7120,Vejle Øst,55.7220274,9.63873738,Vejle
7130,Juelsminde,55.76046689,10.02918372,Hedensted
7140,Stouby,55.69215915,9.78417201,Hedensted
7150,Barrit,55.68695015,9.8978292,Hedensted
7160,Tørring,55.87483844,9.50220604,Vejle
7171,Uldum,55.8358153,9.59518771,Hedensted
7173,Vonge,55.86467774,9.42328648,Vejle
7182,Bredsten,55.70610256,9.36512374,Vejle
7183,Randbøl,55.67810764,9.26919785,Vejle
7184,Vandel,55.71507833,9.19531768,Vejle
7190,Billund,55.73792043,9.10071489,Billund
7200,Grindsted,55.75986358,8.89887879,Billund
7250,Hejnsvig,55.69122218,8.96462269,Billund
7260,Sønder Omme,55.85051521,8.89341393,Billund
7270,Stakroge,55.89268974,8.82814289,Billund
7280,Sønder Felding,55.94233943,8.80469301,Herning
7300,Jelling,55.76853547,9.43589642,Vejle
7321,Gadbjerg,55.77031641,9.31066038,Vejle
7323,Give,55.85744681,9.2710166,Vejle
7330,Brande,55.93341595,9.0912202,Vejle
7361,Ejstrupholm,56.02375436,9.24826265,Vejle
7362,Hampen,56.06515415,9.38166979,Silkeborg
7400,Herning,56.11911505,8.98775376,Herning
7430,Ikast,56.09377094,9.1925469,Ikast-Brande
7441,Bording,56.15035869,9.25469883,Silkeborg
7442,Engesvang,56.21005036,9.30391703,Silkeborg
7451,Sunds,56.22960774,9.02585964,Herning
7470,Karup J,56.32799021,9.17419358,Herning
7480,Vildbjerg,56.18215286,8.74507312,Herning
7490,Aulum,56.2699576,8.79948064,Herning
7500,Holstebro,56.34794414,8.58519299,Herning
7540,Haderup,56.32444075,8.9740962,Herning
7550,Sørvad,56.25194401,8.66525292,Herning
7560,Hjerm,56.43288826,8.64900967,Holstebro
7570,Vemb,56.35236537,8.27244636,Holstebro
7600,Struer,56.52775554,8.60339354,Holstebro
7620,Lemvig,56.54580784,8.33453584,Lemvig
7650,Bøvlingbjerg,56.54689645,5.04556549,Lemvig
7660,Bækmarksbro,56.41551889,8.33184097,Lemvig
7673,Harboøre,56.62870473,8.06400269,Lemvig
7680,Thyborøn,56.86776362,6.26580665,Lemvig
7700,Thisted,57.32370377,7.90681299,Thisted
7730,Hanstholm,57.44347291,8.33928238,Thisted
7741,Frøstrup,57.39912576,8.9170332,Thisted
7742,Vesløs,57.00570708,9.03058677,Thisted
7752,Snedsted,57.2597249,7.47858654,Thisted
7755,Bedsted Thy,57.17740891,7.21613935,Thisted
7760,Hurup Thy,56.72425361,8.42909599,Struer
7770,Vestervig,57.02202911,6.93927002,Thisted
7790,Thyholm,56.62765212,8.51363052,Struer
7800,Skive,56.46317549,8.99505562,Holstebro
7830,Vinderup,56.47769058,8.80020865,Herning
7840,Højslev,56.59677993,9.16509632,Skive
7850,Stoholm Jyll,56.48444375,9.12847686,Viborg
7860,Spøttrup,56.62419195,8.82098992,Skive
7870,Roslev,56.72437033,9.04159313,Skive
7884,Fur,56.84193567,9.00553893,Skive
7900,Nykøbing M,56.90798948,8.88457349,Morsø
7950,Erslev,56.8517685,8.69843044,Morsø
7960,Karby,56.76132134,8.56443606,Morsø
7970,Redsted M,56.73993747,8.63946767,Morsø
7980,Vils,56.74842812,8.72666914,Morsø
7990,Øster Assels,56.68763915,8.70032858,Morsø
8000,Aarhus C,56.15051496,10.27802097,Aarhus
8200,Aarhus N,56.20167527,10.15922351,Aarhus
8210,Aarhus V,56.17162148,10.15819911,Aarhus
8220,Brabrand,56.15788265,10.06788413,Aarhus
8230,Åbyhøj,56.15196052,10.1605019,Aarhus
8240,Risskov,56.18719668,10.24680782,Aarhus
8250,Egå,56.22214938,10.29989608,Aarhus
8260,Viby J,56.12635244,10.13778473,Aarhus
8270,Højbjerg,56.09903701,10.28961018,Aarhus
8300,Odder,55.92457284,10.24464778,Odder
8305,Samsø,55.91180366,10.68434089,Samsø
8310,Tranbjerg J,56.09423322,10.13924601,Aarhus
8320,Mårslet,56.0658713,10.15312251,Aarhus
8330,Beder,56.06302044,10.24584275,Aarhus
8340,Malling,56.02634501,10.2151148,Odder
8350,Hundslund,55.90552571,10.05739341,Odder
8355,Solbjerg,56.03661436,10.0866212,Aarhus
8361,Hasselager,56.10123046,10.08245179,Aarhus
8362,Hørning,56.09369625,10.0135704,Skanderborg
8370,Hadsten,56.33866468,10.0289852,Favrskov
8380,Trige,56.27022295,10.16086107,Favrskov
8381,Tilst,56.18928869,10.09750556,Aarhus
8382,Hinnerup,56.25949156,10.06719333,Favrskov
8400,Ebeltoft,56.14931257,10.82632626,Syddjurs
8410,Rønde,56.30328793,10.48173371,Syddjurs
8420,Knebel,56.15222183,10.45208963,Syddjurs
8444,Balle,56.20496905,11.11035786,Syddjurs
8450,Hammel,56.26356721,9.8817943,Favrskov
8462,Harlev J,56.14059283,9.99991491,Aarhus
8464,Galten,56.17800104,9.91179535,Skanderborg
8471,Sabro,56.21127538,10.01547147,Favrskov
8472,Sporup,56.20907595,9.83610781,Favrskov
8500,Grenaa,56.43069147,11.08217337,Norddjurs
8520,Lystrup,56.24438884,10.22716475,Aarhus
8530,Hjortshøj,56.29464717,10.20502083,Aarhus
8541,Skødstrup,56.26151082,10.36793908,Aarhus
8543,Hornslet,56.33260256,10.29717181,Syddjurs
8544,Mørke,56.35508218,10.38246065,Syddjurs
8550,Ryomgård,56.38481233,10.50027849,Syddjurs
8560,Kolind,56.34682936,10.61106988,Syddjurs
8570,Trustrup,56.36287517,10.74217288,Syddjurs
8581,Nimtofte,56.42793946,10.53988094,Syddjurs
8585,Glesborg,56.58757292,10.64766235,Norddjurs
8586,Ørum Djurs,56.44956016,10.62703709,Norddjurs
8592,Anholt,56.77566641,11.49010919,Norddjurs
8600,Silkeborg,56.17147071,9.4900253,Silkeborg
8620,Kjellerup,56.2882506,9.39095532,Silkeborg
8632,Lemming,56.24319222,9.55711799,Silkeborg
8641,Sorring,56.17906349,9.77449496,Favrskov
8643,Ans By,56.28777753,9.6247327,Silkeborg
8653,Them,56.08668443,9.55044283,Silkeborg
8654,Bryrup,56.02488921,9.47060993,Horsens
8660,Skanderborg,56.02388208,9.89235588,Horsens
8670,Låsby,56.14838747,9.79899795,Skanderborg
8680,Ry,56.08481116,9.71786836,Horsens
8700,Horsens,55.86597915,9.89301425,Horsens
8721,Daugård,55.72499013,9.70789065,Vejle
8722,Hedensted,55.76508387,9.71130088,Hedensted
8723,Løsning,55.81385497,9.69416947,Hedensted
8732,Hovedgård,55.95626604,9.98616441,Horsens
8740,Brædstrup,55.96052136,9.59236493,Horsens
8751,Gedved,55.93439431,9.86197889,Horsens
8752,Østbirk,55.96885636,9.75712583,Horsens
8762,Flemming,55.89442946,9.66642959,Horsens
8763,Rask Mølle,55.87835123,9.6137501,Hedensted
8765,Klovborg,55.92463273,9.48555987,Horsens
8766,Nørre Snede,55.96381394,9.41496508,Ikast-Brande
8781,Stenderup,55.79039351,9.80232769,Horsens
8783,Hornsyld,55.76234096,9.85180061,Horsens
8789,Endelave,55.75329623,10.30820541,Horsens
8799,Tunø,55.9486075,10.44454187,Odder
8800,Viborg,56.41681148,9.36897659,Silkeborg
8830,Tjele,56.49762699,9.60208409,Viborg
8831,Løgstrup,56.51759246,9.32656972,Viborg
8832,Skals,56.59071095,9.35963562,Viborg
8840,Rødkærsbro,56.35360504,9.50444327,Silkeborg
8850,Bjerringbro,56.36051392,9.64257403,Favrskov
8860,Ulstrup,56.3800683,9.78710533,Favrskov
8870,Langå,56.3806496,9.90941177,Favrskov
8881,Thorsø,56.3103006,9.79439741,Favrskov
8882,Fårvang,56.27196318,9.70492587,Favrskov
8883,Gjern,56.22223999,9.73984728,Silkeborg
8900,Randers C,56.46401254,10.0331817,Randers
8920,Randers NV,56.48050883,9.88044731,Randers
8930,Randers NØ,56.50265825,10.1724293,Randers
8940,Randers SV,56.41476356,10.01231946,Favrskov
8950,Ørsted,56.53413791,10.32882868,Norddjurs
8960,Randers SØ,56.42912946,10.17671406,Favrskov
8961,Allingåbro,56.49705855,10.49037138,Norddjurs
8963,Auning,56.42921057,10.38424574,Syddjurs
8970,Havndal,56.6517573,10.26167957,Randers
8981,Spentrup,56.54082727,10.0192493,Randers
8983,Gjerlev J,56.58244324,10.10165114,Randers
8990,Fårup,56.55632319,9.84538694,Randers
9000,Aalborg,57.05171431,9.8350492,Aalborg
9200,Aalborg SV,57.00928951,9.86220561,Aalborg
9210,Aalborg SØ,56.9991663,9.93295578,Aalborg
9220,Aalborg Øst,57.05425152,10.00949733,Aalborg
9230,Svenstrup J,56.9647583,9.86815189,Rebild
9240,Nibe,56.94881207,9.57985536,Vesthimmerlands
9260,Gistrup,56.93195612,10.01379029,Rebild
9270,Klarup,57.01911272,10.05559807,Aalborg
9280,Storvorde,56.91678716,10.27569023,Aalborg
9293,Kongerslev,56.89578273,10.1135906,Rebild
9300,Sæby,57.2843629,10.57327556,Frederikshavn
9310,Vodskov,57.09538719,10.09257652,Aalborg
9320,Hjallerup,57.17870119,10.13790859,Brønderslev
9330,Dronninglund,57.21127809,10.31020366,Brønderslev
9340,Asaa,57.13326579,10.44405468,Brønderslev
9352,Dybvad,57.28497909,10.32334518,Brønderslev
9362,Gandrup,57.05355839,10.1977671,Aalborg
9370,Hals,56.96384115,10.65368838,Brønderslev
9380,Vestbjerg,57.12732919,9.97550463,Aalborg
9381,Sulsted,57.16265215,9.99174315,Jammerbugt
9382,Tylstrup,57.20308117,9.9350316,Brønderslev
9400,Nørresundby,57.08119416,9.92809079,Aalborg
9430,Vadum,57.11542161,9.8563612,Jammerbugt
9440,Aabybro,57.16282327,9.76743314,Brønderslev
9460,Brovst,57.10716869,9.5353613,Jammerbugt
9480,Løkken,57.38233116,9.65510765,Brønderslev
9490,Pandrup,57.20322545,9.65450533,Jammerbugt
9492,Blokhus,57.25739854,9.57722094,Jammerbugt
9493,Saltum,57.26602114,9.69608315,Jammerbugt
9500,Hobro,56.6528756,9.77366901,Viborg
9510,Arden,56.76264148,9.94260419,Rebild
9520,Skørping,56.84944104,9.92696601,Rebild
9530,Støvring,56.89267972,9.80945918,Rebild
9541,Suldrup,56.84292865,9.68119202,Vesthimmerlands
9550,Mariager,56.63765951,10.0220988,Randers
9560,Hadsund,56.77688954,10.41645939,Rebild
9574,Bælum,56.8298458,10.12654857,Rebild
9575,Terndrup,56.81450196,10.04422607,Rebild
9600,Aars,56.80003403,9.49610809,Vesthimmerlands
9610,Nørager,56.74794316,9.63042311,Vesthimmerlands
9620,Aalestrup,56.69297871,9.4967184,Viborg
9631,Gedsted,56.69090841,9.36542938,Viborg
9632,Møldrup,56.6088695,9.50805968,Viborg
9640,Farsø,56.77310507,9.27748567,Vesthimmerlands
9670,Løgstør,56.95819912,9.30949603,Vesthimmerlands
9681,Ranum,56.89861349,9.12839085,Vesthimmerlands
9690,Fjerritslev,57.12742277,9.20878724,Jammerbugt
9700,Brønderslev,57.28432949,9.88277134,Brønderslev
9740,Jerslev J,57.29699349,10.11084423,Brønderslev
9750,Østervrå,57.34034984,10.27081316,Brønderslev
9760,Vrå,57.37190853,9.87742317,Brønderslev
9800,Hjørring,57.70230652,9.2956345,Hjørring
9830,Tårs,57.37825187,10.14317436,Frederikshavn
9850,Hirtshals,57.94281241,9.71496643,Hjørring
9870,Sindal,57.4674892,10.24075136,Frederikshavn
9881,Bindslev,57.57139797,10.23668023,Frederikshavn
9900,Frederikshavn,57.52270103,10.72500277,Frederikshavn
9940,Læsø,57.18887848,11.14575743,Læsø
9970,Strandby,57.51074154,10.52915912,Frederikshavn
9981,Jerup,57.53549926,10.43874206,Frederikshavn
9982,Ålbæk,57.60572774,10.40473272,Frederikshavn
9990,Skagen,57.85540126,10.48570715,Frederikshavn
